HNode,LNode,Time,Makespan,SOC,SOL
HNode: 57, LNode: 263, solved: 1ms, makespan: 56, sum_of_costs: 1211, sum_of_loss: 1155
HNode: 54, LNode: 247, solved: 1ms, makespan: 53, sum_of_costs: 1490, sum_of_loss: 1277
HNode: 42, LNode: 191, solved: 1ms, makespan: 41, sum_of_costs: 1171, sum_of_loss: 1083
HNode: 59, LNode: 266, solved: 1ms, makespan: 58, sum_of_costs: 1358, sum_of_loss: 1203
HNode: 37, LNode: 161, solved: 1ms, makespan: 36, sum_of_costs: 1081, sum_of_loss: 1016
HNode: 47, LNode: 211, solved: 1ms, makespan: 46, sum_of_costs: 1254, sum_of_loss: 1147
HNode: 46, LNode: 209, solved: 1ms, makespan: 45, sum_of_costs: 1282, sum_of_loss: 1156
HNode: 55, LNode: 250, solved: 1ms, makespan: 54, sum_of_costs: 1251, sum_of_loss: 1095
HNode: 44, LNode: 194, solved: 1ms, makespan: 43, sum_of_costs: 1235, sum_of_loss: 1151
HNode: 47, LNode: 215, solved: 1ms, makespan: 46, sum_of_costs: 1447, sum_of_loss: 1304
HNode: 47, LNode: 216, solved: 1ms, makespan: 46, sum_of_costs: 1348, sum_of_loss: 1202
HNode: 46, LNode: 207, solved: 1ms, makespan: 45, sum_of_costs: 1091, sum_of_loss: 1042
HNode: 48, LNode: 229, solved: 1ms, makespan: 47, sum_of_costs: 1370, sum_of_loss: 1251
HNode: 73, LNode: 308, solved: 1ms, makespan: 71, sum_of_costs: 1386, sum_of_loss: 1246
HNode: 52, LNode: 236, solved: 1ms, makespan: 51, sum_of_costs: 1337, sum_of_loss: 1215
HNode: 49, LNode: 227, solved: 1ms, makespan: 48, sum_of_costs: 1376, sum_of_loss: 1291
HNode: 51, LNode: 230, solved: 1ms, makespan: 50, sum_of_costs: 1189, sum_of_loss: 1126
HNode: 63, LNode: 266, solved: 1ms, makespan: 61, sum_of_costs: 1324, sum_of_loss: 1255
HNode: 45, LNode: 198, solved: 1ms, makespan: 44, sum_of_costs: 1046, sum_of_loss: 1006
HNode: 99, LNode: 536, solved: 2ms, makespan: 79, sum_of_costs: 1668, sum_of_loss: 1525
HNode: 54, LNode: 229, solved: 1ms, makespan: 52, sum_of_costs: 1433, sum_of_loss: 1318
HNode: 40, LNode: 184, solved: 1ms, makespan: 39, sum_of_costs: 1177, sum_of_loss: 1081
HNode: 47, LNode: 209, solved: 1ms, makespan: 46, sum_of_costs: 1358, sum_of_loss: 1215
HNode: 45, LNode: 205, solved: 1ms, makespan: 44, sum_of_costs: 1172, sum_of_loss: 1083
